"original_idx1","original_idx2","celltype1","celltype2"
3621,5293,"cd14mono","cd8t"
3622,5319,"cd4memoryt","cd4naivet"
3622,2517,"cd4memoryt","cd14mono"
3622,1282,"cd4memoryt","cd14mono"
3622,3270,"cd4memoryt","cd4naivet"
3622,2865,"cd4memoryt","dc"
3623,1654,"nk","cd14mono"
3623,5048,"nk","bactivated"
3624,978,"cd4naivet","cd4memoryt"
3625,3641,"nk","cd16mono"
3625,2228,"nk","cd14mono"
3627,1136,"cd4naivet","b"
3627,5509,"cd4naivet","cd14mono"
3627,2828,"cd4naivet","cd16mono"
3629,5801,"cd4naivet","cd14mono"
3630,1847,"cd4naivet","cd14mono"
3630,7008,"cd4naivet","cd14mono"
3630,339,"cd4naivet","cd4memoryt"
3632,6718,"cd8t","cd14mono"
3633,3104,"nk","cd8t"
3633,2066,"nk","cd14mono"
3633,4413,"nk","cd4memoryt"
3634,3630,"dc","cd4naivet"
3635,4732,"cd4naivet","cd14mono"
3635,2219,"cd4naivet","tactivated"
3635,7451,"cd4naivet","cd4memoryt"
3636,4171,"cd14mono","cd8t"
3636,6367,"cd14mono","cd16mono"
3637,360,"cd4naivet","cd14mono"
3637,1214,"cd4naivet","cd4memoryt"
3638,1423,"bactivated","cd14mono"
3638,4134,"bactivated","cd4memoryt"
3638,3292,"bactivated","cd14mono"
3641,1944,"cd16mono","cd14mono"
3641,2171,"cd16mono","cd4naivet"
3642,141,"cd16mono","bactivated"
3642,309,"cd16mono","b"
3642,6214,"cd16mono","cd14mono"
3642,3841,"cd16mono","cd8t"
3647,2194,"tactivated","cd16mono"
3647,1209,"tactivated","cd14mono"
3647,6651,"tactivated","mk"
3648,7387,"cd14mono","cd8t"
3648,2056,"cd14mono","b"
3648,1380,"cd14mono","cd4naivet"
3649,6508,"bactivated","cd14mono"
3650,652,"cd14mono","nk"
3650,4288,"cd14mono","cd4naivet"
3652,291,"cd14mono","cd4memoryt"
3654,4212,"cd14mono","dc"
3654,810,"cd14mono","nk"
3655,3997,"cd14mono","cd4naivet"
3655,3759,"cd14mono","cd4memoryt"
3655,2673,"cd14mono","cd16mono"
3656,3651,"b","cd4naivet"
3657,5905,"dc","cd14mono"
3658,7212,"cd4memoryt","pdc"
3658,6874,"cd4memoryt","cd14mono"
3658,6627,"cd4memoryt","cd4naivet"
3658,4822,"cd4memoryt","cd4naivet"
3659,3657,"b","dc"
3659,2919,"b","tactivated"
3659,5367,"b","tactivated"
3660,439,"cd14mono","cd16mono"
3660,1380,"cd14mono","cd4naivet"
3661,3089,"pdc","cd14mono"
3663,1366,"cd16mono","dc"
3663,3786,"cd16mono","tactivated"
3663,4903,"cd16mono","cd4naivet"
3663,6964,"cd16mono","cd4naivet"
3663,2144,"cd16mono","cd14mono"
3664,579,"b","cd4memoryt"
3664,5205,"b","cd14mono"
3664,2425,"b","cd4naivet"
3664,6159,"b","cd8t"
3665,7044,"mk","b"
3665,1352,"mk","b"
3665,2602,"mk","cd4memoryt"
3665,5614,"mk","cd4memoryt"
3666,4189,"nk","cd14mono"
3667,5561,"cd14mono","dc"
3668,1321,"tactivated","cd4memoryt"
3669,5356,"cd14mono","dc"
3669,3492,"cd14mono","b"
3670,1656,"cd4memoryt","cd4naivet"
3670,6128,"cd4memoryt","cd4naivet"
3670,3095,"cd4memoryt","cd14mono"
3670,5509,"cd4memoryt","cd14mono"
3670,6227,"cd4memoryt","eryth"
3671,3550,"cd4naivet","tactivated"
3671,586,"cd4naivet","cd14mono"
3671,3565,"cd4naivet","cd14mono"
3671,5475,"cd4naivet","dc"
3671,2508,"cd4naivet","tactivated"
3673,6427,"b","tactivated"
3675,4633,"cd4memoryt","cd14mono"
3675,1503,"cd4memoryt","cd4naivet"
3677,4316,"b","cd16mono"
3677,6629,"b","cd8t"
3678,3845,"cd4memoryt","bactivated"
3678,1088,"cd4memoryt","cd16mono"
3680,3973,"cd14mono","bactivated"
3680,4342,"cd14mono","dc"
3681,410,"cd4memoryt","b"
3683,3393,"cd4naivet","cd14mono"
3683,5698,"cd4naivet","cd4memoryt"
3683,1266,"cd4naivet","dc"
3685,1047,"cd14mono","cd4naivet"
3685,1913,"cd14mono","cd4naivet"
3685,1366,"cd14mono","dc"
3686,3390,"cd4memoryt","tactivated"
3686,1465,"cd4memoryt","cd14mono"
3686,5684,"cd4memoryt","nk"
3687,7059,"dc","cd4naivet"
3687,5958,"dc","nk"
3687,3732,"dc","cd14mono"
3689,6467,"b","cd14mono"
3689,7449,"b","cd4naivet"
3689,4865,"b","cd8t"
3690,1561,"cd4memoryt","cd4naivet"
3690,5965,"cd4memoryt","cd4naivet"
3691,5259,"cd4naivet","cd14mono"
3693,4627,"cd4naivet","cd14mono"
3693,4293,"cd4naivet","cd14mono"
3694,7211,"cd4naivet","cd8t"
3694,6602,"cd4naivet","cd14mono"
3694,846,"cd4naivet","cd4memoryt"
3695,1528,"cd8t","nk"
3695,7186,"cd8t","b"
3695,2934,"cd8t","cd14mono"
3695,2453,"cd8t","cd14mono"
3697,1379,"cd4memoryt","cd8t"
3698,4439,"mk","cd8t"
3699,5279,"cd14mono","bactivated"
3700,3032,"cd14mono","cd4naivet"
3701,5078,"tactivated","cd16mono"
3701,5232,"tactivated","cd4naivet"
3703,1173,"cd4memoryt","bactivated"
3703,6965,"cd4memoryt","cd16mono"
3703,916,"cd4memoryt","cd14mono"
3704,4179,"cd4memoryt","cd14mono"
3705,1245,"cd14mono","tactivated"
3705,1973,"cd14mono","tactivated"
3705,2748,"cd14mono","cd16mono"
3707,1087,"cd4memoryt","cd4naivet"
3707,1925,"cd4memoryt","cd14mono"
3709,5570,"cd4memoryt","cd14mono"
3709,6245,"cd4memoryt","cd14mono"
3709,1271,"cd4memoryt","cd8t"
3711,2122,"cd4naivet","cd4memoryt"
3711,2248,"cd4naivet","cd14mono"
3711,3879,"cd4naivet","cd16mono"
3712,1790,"cd16mono","cd14mono"
3713,155,"pdc","cd4naivet"
3713,4476,"pdc","cd14mono"
3713,5163,"pdc","b"
3714,191,"cd16mono","tactivated"
3715,2738,"cd14mono","cd4naivet"
3715,662,"cd14mono","bactivated"
3717,4767,"cd16mono","cd14mono"
3717,2013,"cd16mono","cd14mono"
3717,5660,"cd16mono","cd14mono"
3718,6237,"cd4memoryt","cd4naivet"
3719,2762,"cd4naivet","cd4memoryt"
3719,1865,"cd4naivet","cd14mono"
3719,10,"cd4naivet","cd14mono"
3720,3891,"cd4memoryt","cd8t"
3720,6874,"cd4memoryt","cd14mono"
3721,1505,"cd4memoryt","b"
3721,564,"cd4memoryt","tactivated"
3721,728,"cd4memoryt","cd14mono"
3721,6227,"cd4memoryt","eryth"
3721,1322,"cd4memoryt","cd14mono"
3722,251,"cd14mono","cd8t"
3723,4920,"bactivated","cd14mono"
3723,3272,"bactivated","cd14mono"
3727,1911,"cd14mono","tactivated"
3728,1138,"cd4memoryt","cd8t"
3728,1362,"cd4memoryt","cd4naivet"
3729,6409,"cd4naivet","cd16mono"
3729,3039,"cd4naivet","cd16mono"
3729,6309,"cd4naivet","cd14mono"
3729,3054,"cd4naivet","cd4memoryt"
3731,2413,"cd8t","cd4naivet"
3731,3559,"cd8t","cd14mono"
3731,6088,"cd8t","cd14mono"
3731,4885,"cd8t","cd14mono"
3731,5690,"cd8t","nk"
3732,1037,"cd14mono","b"
3733,3934,"cd4naivet","b"
3735,6632,"cd4naivet","cd8t"
3735,1347,"cd4naivet","b"
3735,6822,"cd4naivet","tactivated"
3736,191,"cd16mono","tactivated"
3737,7301,"cd4memoryt","cd14mono"
3737,5983,"cd4memoryt","cd4naivet"
3737,5811,"cd4memoryt","cd16mono"
3737,5861,"cd4memoryt","cd14mono"
3737,4470,"cd4memoryt","cd14mono"
3738,6629,"b","cd8t"
3738,7066,"b","cd14mono"
3739,6774,"cd4memoryt","dc"
3739,5587,"cd4memoryt","cd14mono"
3739,7443,"cd4memoryt","nk"
3740,7375,"b","cd14mono"
3742,3192,"cd14mono","cd16mono"
3743,6610,"cd14mono","cd4memoryt"
3743,5011,"cd14mono","cd4naivet"
3743,3243,"cd14mono","cd8t"
3744,3390,"cd4memoryt","tactivated"
3744,7346,"cd4memoryt","cd8t"
3744,6452,"cd4memoryt","cd14mono"
3744,3146,"cd4memoryt","cd14mono"
3744,1626,"cd4memoryt","eryth"
3745,7346,"cd4memoryt","cd8t"
3745,6452,"cd4memoryt","cd14mono"
3745,5197,"cd4memoryt","cd4naivet"
3745,3146,"cd4memoryt","cd14mono"
3745,7303,"cd4memoryt","cd14mono"
3746,552,"cd4naivet","cd14mono"
3746,765,"cd4naivet","tactivated"
3746,3980,"cd4naivet","cd8t"
3748,4054,"dc","cd14mono"
3748,5815,"dc","b"
3748,5429,"dc","cd4naivet"
3748,1534,"dc","cd14mono"
3749,2582,"cd14mono","nk"
3749,3287,"cd14mono","b"
3749,1594,"cd14mono","cd4naivet"
3751,7071,"cd14mono","cd4memoryt"
3751,3973,"cd14mono","bactivated"
3754,1618,"dc","nk"
3756,7370,"b","cd14mono"
3757,6685,"cd14mono","cd4naivet"
3757,6625,"cd14mono","cd4memoryt"
3758,1377,"cd4memoryt","cd4naivet"
3758,6778,"cd4memoryt","b"
3759,7055,"cd4memoryt","tactivated"
3759,5086,"cd4memoryt","cd8t"
3759,2534,"cd4memoryt","cd14mono"
3760,5927,"cd4naivet","cd4memoryt"
3760,2539,"cd4naivet","cd8t"
3761,3994,"cd14mono","cd4memoryt"
3763,6116,"cd16mono","cd14mono"
3763,2871,"cd16mono","cd14mono"
3764,5851,"cd14mono","cd4naivet"
3765,3393,"cd4naivet","cd14mono"
3767,5322,"cd4naivet","cd14mono"
3767,1172,"cd4naivet","b"
3767,1754,"cd4naivet","cd14mono"
3768,5701,"cd16mono","cd4naivet"
3768,5820,"cd16mono","bactivated"
3768,4168,"cd16mono","cd14mono"
3768,2836,"cd16mono","cd14mono"
3768,6072,"cd16mono","cd14mono"
3770,5284,"cd14mono","dc"
3771,3600,"cd14mono","cd16mono"
3771,5561,"cd14mono","dc"
3772,7011,"b","cd8t"
3773,5044,"cd4memoryt","cd14mono"
3773,3307,"cd4memoryt","cd14mono"
3777,4641,"bactivated","cd8t"
3777,7051,"bactivated","cd4memoryt"
3777,3478,"bactivated","cd14mono"
3778,4551,"cd4naivet","cd14mono"
3778,7354,"cd4naivet","cd16mono"
3778,5186,"cd4naivet","cd14mono"
3779,3917,"cd4naivet","cd16mono"
3779,97,"cd4naivet","b"
3779,6715,"cd4naivet","cd14mono"
3779,393,"cd4naivet","cd14mono"
3779,919,"cd4naivet","cd14mono"
3780,6012,"cd4naivet","cd14mono"
3780,5308,"cd4naivet","cd14mono"
3780,3679,"cd4naivet","cd14mono"
3780,3428,"cd4naivet","b"
3780,4049,"cd4naivet","cd16mono"
3781,4284,"bactivated","tactivated"
3781,2375,"bactivated","dc"
3781,2894,"bactivated","tactivated"
3781,5130,"bactivated","cd16mono"
3782,107,"bactivated","nk"
3782,7259,"bactivated","mk"
3783,4363,"cd4naivet","cd16mono"
3783,4731,"cd4naivet","cd4memoryt"
3783,6165,"cd4naivet","cd14mono"
3783,6019,"cd4naivet","cd14mono"
3784,2523,"b","cd4memoryt"
3784,6921,"b","cd8t"
3784,5631,"b","cd14mono"
3784,1890,"b","cd4memoryt"
3786,3644,"tactivated","cd14mono"
3786,5232,"tactivated","cd4naivet"
3786,5336,"tactivated","cd14mono"
3786,4337,"tactivated","cd14mono"
3787,5877,"mk","cd4naivet"
3789,6952,"tactivated","cd14mono"
3789,4708,"tactivated","cd4memoryt"
3789,5878,"tactivated","cd4naivet"
3790,7354,"cd4naivet","cd16mono"
3790,116,"cd4naivet","cd14mono"
3790,5979,"cd4naivet","cd16mono"
3791,2459,"cd4memoryt","cd14mono"
3791,6792,"cd4memoryt","bactivated"
3791,5875,"cd4memoryt","cd14mono"
3791,1378,"cd4memoryt","nk"
3791,4605,"cd4memoryt","cd4naivet"
3794,696,"cd4memoryt","cd16mono"
3795,6590,"cd14mono","cd4naivet"
3796,4734,"cd14mono","cd16mono"
3796,2485,"cd14mono","cd4naivet"
3796,4852,"cd14mono","b"
3797,3580,"cd8t","cd14mono"
3797,2454,"cd8t","tactivated"
3799,118,"tactivated","dc"
3799,5173,"tactivated","cd16mono"
3799,5659,"tactivated","cd14mono"
3799,4333,"tactivated","cd14mono"
3800,6881,"cd4memoryt","cd4naivet"
3800,182,"cd4memoryt","cd4naivet"
3801,6565,"cd14mono","cd4naivet"
3801,1851,"cd14mono","cd16mono"
3802,5365,"cd4naivet","tactivated"
3803,2686,"cd4memoryt","cd4naivet"
3803,6627,"cd4memoryt","cd4naivet"
3803,1946,"cd4memoryt","cd14mono"
3803,829,"cd4memoryt","cd14mono"
3804,1785,"bactivated","cd14mono"
3804,7307,"bactivated","cd4memoryt"
3804,5527,"bactivated","cd4naivet"
3804,2862,"bactivated","cd4naivet"
3804,2601,"bactivated","cd4naivet"
3806,5374,"cd16mono","cd4memoryt"
3806,2283,"cd16mono","cd8t"
3806,131,"cd16mono","cd4naivet"
3806,888,"cd16mono","cd14mono"
3809,1436,"tactivated","cd14mono"
3809,1116,"tactivated","cd14mono"
3810,173,"cd4naivet","cd14mono"
3810,3047,"cd4naivet","cd4memoryt"
3810,891,"cd4naivet","b"
3810,1185,"cd4naivet","cd14mono"
3811,3457,"cd14mono","cd4naivet"
3811,4475,"cd14mono","nk"
3811,7196,"cd14mono","mk"
3812,1494,"cd14mono","cd4naivet"
3812,906,"cd14mono","cd16mono"
3812,5228,"cd14mono","cd16mono"
3813,1030,"cd4naivet","cd4memoryt"
3813,411,"cd4naivet","cd14mono"
3815,6344,"cd4memoryt","cd14mono"
3815,4828,"cd4memoryt","cd16mono"
3815,1794,"cd4memoryt","cd14mono"
3816,7143,"cd16mono","cd8t"
3816,6327,"cd16mono","cd4naivet"
3816,2633,"cd16mono","cd4naivet"
3816,4903,"cd16mono","cd4naivet"
3817,4303,"b","cd4naivet"
3817,929,"b","cd14mono"
3818,4019,"cd4memoryt","dc"
3818,2822,"cd4memoryt","cd14mono"
3818,5865,"cd4memoryt","bactivated"
3818,2837,"cd4memoryt","cd16mono"
3819,3421,"b","cd4memoryt"
3820,7012,"cd14mono","cd4memoryt"
3821,7320,"mk","cd14mono"
3823,2688,"cd14mono","cd4memoryt"
3823,6287,"cd14mono","cd8t"
3824,6193,"cd8t","tactivated"
3824,5340,"cd8t","cd4naivet"
3825,4997,"cd4memoryt","cd14mono"
3825,1986,"cd4memoryt","cd14mono"
3825,4064,"cd4memoryt","dc"
3825,3924,"cd4memoryt","cd14mono"
3826,2931,"nk","bactivated"
3826,3312,"nk","cd14mono"
3826,2066,"nk","cd14mono"
3826,6807,"nk","cd16mono"
3826,1912,"nk","cd14mono"
3830,6548,"cd14mono","b"
3830,1954,"cd14mono","cd4memoryt"
3831,2664,"bactivated","dc"
3831,1401,"bactivated","cd14mono"
3831,3858,"bactivated","cd14mono"
3831,7102,"bactivated","cd14mono"
3833,585,"cd4memoryt","cd14mono"
3833,26,"cd4memoryt","cd14mono"
3834,2475,"tactivated","cd14mono"
3835,2516,"cd14mono","cd4memoryt"
3835,1363,"cd14mono","cd8t"
3836,1892,"cd14mono","dc"
3836,5694,"cd14mono","cd4naivet"
3836,6573,"cd14mono","cd4memoryt"
3836,6927,"cd14mono","cd4naivet"
3837,6470,"cd4naivet","cd4memoryt"
3837,1907,"cd4naivet","nk"
3837,4486,"cd4naivet","cd4memoryt"
3838,614,"cd14mono","cd4memoryt"
3839,7228,"cd4naivet","cd8t"
3839,3774,"cd4naivet","cd4memoryt"
3839,2508,"cd4naivet","tactivated"
3839,5331,"cd4naivet","cd8t"
3840,5643,"bactivated","cd14mono"
3840,6075,"bactivated","cd14mono"
3840,1831,"bactivated","cd14mono"
3841,582,"cd8t","tactivated"
3841,1780,"cd8t","bactivated"
3843,814,"cd16mono","cd14mono"
3843,2773,"cd16mono","cd4naivet"
3844,4158,"cd14mono","cd4naivet"
3845,6275,"bactivated","cd14mono"
3845,3317,"bactivated","cd14mono"
3846,6143,"cd4memoryt","cd14mono"
3847,968,"cd14mono","cd8t"
3847,6976,"cd14mono","cd4memoryt"
3847,2544,"cd14mono","b"
3847,6052,"cd14mono","cd4naivet"
3847,5462,"cd14mono","cd4naivet"
3848,4034,"cd16mono","dc"
3848,3228,"cd16mono","cd4naivet"
3848,5460,"cd16mono","bactivated"
3848,6171,"cd16mono","cd14mono"
3848,1869,"cd16mono","eryth"
3849,2602,"cd14mono","cd4memoryt"
3850,7326,"cd16mono","cd14mono"
3850,6214,"cd16mono","cd14mono"
3850,5895,"cd16mono","cd14mono"
3850,3366,"cd16mono","dc"
3853,6947,"cd14mono","cd8t"
3853,5373,"cd14mono","cd4memoryt"
3853,7073,"cd14mono","cd4memoryt"
3854,185,"cd16mono","cd14mono"
3854,4111,"cd16mono","cd4naivet"
3854,4810,"cd16mono","cd4naivet"
3854,4786,"cd16mono","cd14mono"
3855,1089,"b","cd14mono"
3855,3899,"b","nk"
3855,1949,"b","cd8t"
3855,3688,"b","cd4naivet"
3856,4737,"cd16mono","cd14mono"
3857,6063,"nk","cd14mono"
3859,5146,"cd4memoryt","cd14mono"
3859,6008,"cd4memoryt","cd4naivet"
3859,7346,"cd4memoryt","cd8t"
3859,5684,"cd4memoryt","nk"
3860,3767,"b","cd4naivet"
3860,5394,"b","cd16mono"
3861,6100,"cd14mono","cd8t"
3862,3146,"cd8t","cd14mono"
3862,5784,"cd8t","b"
3862,2073,"cd8t","mk"
3862,7303,"cd8t","cd14mono"
3863,4128,"cd4naivet","cd14mono"
3863,2107,"cd4naivet","cd14mono"
3863,2685,"cd4naivet","dc"
3863,4085,"cd4naivet","cd14mono"
3863,1795,"cd4naivet","cd4memoryt"
3864,129,"cd14mono","cd8t"
3865,3990,"cd8t","cd14mono"
3865,6505,"cd8t","cd4memoryt"
3865,5952,"cd8t","cd14mono"
3868,4105,"cd4naivet","cd14mono"
3868,1712,"cd4naivet","cd14mono"
3868,7319,"cd4naivet","bactivated"
3870,5180,"cd4naivet","cd14mono"
3872,1604,"b","cd4naivet"
3872,998,"b","cd4memoryt"
3873,1977,"cd16mono","cd14mono"
3873,7025,"cd16mono","cd14mono"
3873,4487,"cd16mono","b"
3874,6138,"cd4naivet","cd4memoryt"
3874,5894,"cd4naivet","tactivated"
3874,397,"cd4naivet","cd14mono"
3875,689,"b","cd14mono"
3875,5545,"b","nk"
3875,2270,"b","cd14mono"
3876,181,"nk","cd14mono"
3876,4715,"nk","cd8t"
3876,6730,"nk","cd4memoryt"
3876,3500,"nk","dc"
3876,730,"nk","cd14mono"
3880,5793,"cd4memoryt","b"
3882,5202,"cd14mono","dc"
3882,2922,"cd14mono","cd4naivet"
3882,1853,"cd14mono","b"
3884,1693,"cd4naivet","cd14mono"
3884,310,"cd4naivet","cd4memoryt"
3884,235,"cd4naivet","cd14mono"
3884,4614,"cd4naivet","tactivated"
3884,5475,"cd4naivet","dc"
3885,1605,"cd14mono","cd16mono"
3886,3864,"b","cd14mono"
3886,5256,"b","cd14mono"
3886,2610,"b","cd4memoryt"
3886,4097,"b","cd14mono"
3887,6978,"cd14mono","b"
3888,3127,"cd4naivet","nk"
3888,5825,"cd4naivet","cd14mono"
3888,725,"cd4naivet","cd14mono"
3888,3668,"cd4naivet","tactivated"
3889,258,"cd4memoryt","cd14mono"
3891,1875,"cd8t","cd16mono"
3892,7307,"bactivated","cd4memoryt"
3893,3567,"cd4naivet","cd14mono"
3893,4900,"cd4naivet","cd8t"
3893,1674,"cd4naivet","mk"
3894,3020,"cd4naivet","cd16mono"
3894,7367,"cd4naivet","b"
3894,2489,"cd4naivet","cd14mono"
3894,3349,"cd4naivet","cd14mono"
3898,4470,"cd4memoryt","cd14mono"
3899,6767,"nk","cd4naivet"
3899,336,"nk","cd14mono"
3899,6230,"nk","cd16mono"
3899,3530,"nk","cd8t"
3899,234,"nk","bactivated"
3900,6990,"cd16mono","cd14mono"
3900,5444,"cd16mono","nk"
3900,4034,"cd16mono","dc"
3900,766,"cd16mono","nk"
3901,2672,"cd4memoryt","cd8t"
3901,2309,"cd4memoryt","cd8t"
3901,6268,"cd4memoryt","cd14mono"
3901,1786,"cd4memoryt","cd16mono"
3902,189,"cd14mono","cd4naivet"
3903,2723,"cd4naivet","cd14mono"
3903,5355,"cd4naivet","cd4memoryt"
3903,1186,"cd4naivet","cd14mono"
3903,1287,"cd4naivet","dc"
3904,3402,"cd4naivet","tactivated"
3904,5053,"cd4naivet","cd14mono"
3905,2048,"tactivated","cd4naivet"
3905,2466,"tactivated","cd4naivet"
3905,4659,"tactivated","cd16mono"
3905,4708,"tactivated","cd4memoryt"
3907,2053,"cd4naivet","cd16mono"
3907,765,"cd4naivet","tactivated"
3908,4200,"dc","cd16mono"
3909,2139,"cd14mono","cd4naivet"
3909,3148,"cd14mono","cd4naivet"
3911,5714,"nk","cd14mono"
3911,1308,"nk","cd4memoryt"
3911,4413,"nk","cd4memoryt"
3911,3536,"nk","cd14mono"
3912,2169,"b","pdc"
3912,2351,"b","cd4memoryt"
3913,2407,"cd4naivet","cd14mono"
3915,56,"cd14mono","cd4naivet"
3915,4455,"cd14mono","nk"
3915,6269,"cd14mono","cd4naivet"
3917,5333,"cd16mono","cd14mono"
3917,198,"cd16mono","dc"
3917,1843,"cd16mono","cd4memoryt"
3917,3120,"cd16mono","cd4memoryt"
3918,4849,"cd4naivet","cd14mono"
3919,5430,"cd8t","cd4naivet"
3919,791,"cd8t","b"
3919,6010,"cd8t","b"
3919,3894,"cd8t","cd4naivet"
3920,6970,"cd14mono","b"
3920,7380,"cd14mono","cd16mono"
3920,6832,"cd14mono","nk"
3922,4050,"dc","cd4naivet"
3922,853,"dc","cd4naivet"
3923,3237,"tactivated","dc"
3923,4062,"tactivated","cd14mono"
3923,6846,"tactivated","cd14mono"
3923,532,"tactivated","cd14mono"
3924,5575,"cd14mono","cd4memoryt"
3925,3764,"cd4memoryt","cd14mono"
3926,3788,"tactivated","cd8t"
3926,2533,"tactivated","cd14mono"
3926,507,"tactivated","cd4memoryt"
3926,5257,"tactivated","cd4naivet"
3929,5293,"cd14mono","cd8t"
3929,745,"cd14mono","cd16mono"
3929,21,"cd14mono","cd8t"
3931,661,"cd14mono","cd8t"
3931,4996,"cd14mono","nk"
3932,5449,"cd4memoryt","cd14mono"
3932,3151,"cd4memoryt","cd14mono"
3932,6207,"cd4memoryt","cd14mono"
3932,3924,"cd4memoryt","cd14mono"
3932,1626,"cd4memoryt","eryth"
3934,5558,"b","cd14mono"
3934,5545,"b","nk"
3934,1017,"b","cd8t"
3935,5201,"cd14mono","nk"
3935,3181,"cd14mono","cd16mono"
3935,1572,"cd14mono","bactivated"
3936,4512,"cd4naivet","tactivated"
3936,2720,"cd4naivet","cd4memoryt"
3936,7138,"cd4naivet","cd16mono"
3937,1587,"tactivated","b"
3938,2489,"cd4memoryt","cd14mono"
3938,2312,"cd4memoryt","b"
3938,5478,"cd4memoryt","nk"
3938,2914,"cd4memoryt","nk"
3939,4144,"cd14mono","cd4naivet"
3940,1031,"cd4naivet","cd14mono"
3940,5424,"cd4naivet","cd4memoryt"
3940,4593,"cd4naivet","cd14mono"
3940,5966,"cd4naivet","cd4memoryt"
3941,5823,"cd4naivet","b"
3941,1998,"cd4naivet","cd4memoryt"
3941,3052,"cd4naivet","b"
3941,486,"cd4naivet","cd16mono"
3942,6706,"cd14mono","cd4naivet"
3943,3329,"cd4memoryt","cd16mono"
3945,4129,"cd14mono","cd8t"
3946,1444,"cd14mono","cd4naivet"
3946,3340,"cd14mono","b"
3946,2021,"cd14mono","cd4memoryt"
3946,5744,"cd14mono","mk"
3946,4079,"cd14mono","cd4naivet"
3947,5714,"nk","cd14mono"
3947,3312,"nk","cd14mono"
3947,1518,"nk","cd14mono"
3947,2228,"nk","cd14mono"
3947,1912,"nk","cd14mono"
3948,6068,"dc","cd14mono"
3948,1381,"dc","cd16mono"
3948,787,"dc","cd14mono"
3948,6506,"dc","cd4naivet"
3948,60,"dc","cd16mono"
3951,3368,"tactivated","cd16mono"
3951,3613,"tactivated","cd8t"
3951,4708,"tactivated","cd4memoryt"
3953,1354,"cd14mono","nk"
3953,6200,"cd14mono","cd4naivet"
3954,6280,"tactivated","cd14mono"
3954,6155,"tactivated","cd14mono"
3954,6136,"tactivated","cd4naivet"
3954,2711,"tactivated","cd14mono"
3954,2860,"tactivated","cd14mono"
3955,3992,"cd4memoryt","b"
3955,1241,"cd4memoryt","cd4naivet"
3957,4464,"bactivated","cd4naivet"
3957,3206,"bactivated","cd14mono"
3958,2176,"cd4naivet","cd8t"
3958,493,"cd4naivet","cd14mono"
3958,3546,"cd4naivet","bactivated"
3959,6806,"cd4memoryt","cd4naivet"
3963,2935,"bactivated","cd14mono"
3965,1741,"tactivated","cd4naivet"
3965,2194,"tactivated","cd16mono"
3966,1928,"nk","cd14mono"
3966,3672,"nk","cd14mono"
3967,618,"cd14mono","cd8t"
3967,29,"cd14mono","b"
3967,817,"cd14mono","cd4naivet"
3967,792,"cd14mono","cd16mono"
3968,6967,"cd14mono","cd8t"
3968,4925,"cd14mono","tactivated"
3968,6178,"cd14mono","cd4naivet"
3969,4748,"b","cd14mono"
3969,5326,"b","cd14mono"
3971,6757,"nk","cd14mono"
3971,1705,"nk","b"
3971,5241,"nk","cd4naivet"
3973,6851,"bactivated","cd16mono"
3974,4594,"cd8t","cd14mono"
3974,1782,"cd8t","dc"
3974,1591,"cd8t","cd16mono"
3976,1820,"cd4memoryt","cd14mono"
3976,3349,"cd4memoryt","cd14mono"
3977,6520,"cd16mono","cd14mono"
3980,1882,"cd8t","cd14mono"
3980,5007,"cd8t","cd14mono"
3980,2346,"cd8t","cd14mono"
3981,7427,"cd4naivet","cd4memoryt"
3981,3041,"cd4naivet","dc"
3981,3721,"cd4naivet","cd4memoryt"
3981,6805,"cd4naivet","bactivated"
3982,4262,"cd4memoryt","dc"
3982,5798,"cd4memoryt","cd14mono"
3982,6563,"cd4memoryt","tactivated"
3984,3485,"cd4memoryt","cd4naivet"
3984,667,"cd4memoryt","cd4naivet"
3984,6462,"cd4memoryt","tactivated"
3985,3842,"cd16mono","cd14mono"
3986,6053,"cd4naivet","cd16mono"
3986,6822,"cd4naivet","tactivated"
3988,7215,"cd4memoryt","cd4naivet"
3988,2222,"cd4memoryt","cd14mono"
3988,5917,"cd4memoryt","cd14mono"
3991,3738,"cd16mono","b"
3991,7025,"cd16mono","cd14mono"
3991,259,"cd16mono","cd4memoryt"
3991,4714,"cd16mono","cd4memoryt"
3992,4865,"b","cd8t"
3992,1435,"b","tactivated"
3992,7323,"b","cd14mono"
3993,4858,"cd14mono","bactivated"
3994,3862,"cd4memoryt","cd8t"
3994,1676,"cd4memoryt","b"
3997,42,"cd4naivet","nk"
3997,4731,"cd4naivet","cd4memoryt"
3997,4027,"cd4naivet","b"
3997,4363,"cd4naivet","cd16mono"
3998,6522,"b","cd14mono"
3998,4739,"b","tactivated"
3998,6157,"b","cd16mono"
3999,5228,"cd14mono","cd16mono"
4000,6735,"b","cd4memoryt"
4000,3441,"b","cd8t"
4000,1353,"b","cd14mono"
4000,5612,"b","cd14mono"
4001,2142,"cd4memoryt","cd16mono"
4001,6936,"cd4memoryt","dc"
4001,6637,"cd4memoryt","b"
4001,861,"cd4memoryt","bactivated"
4002,468,"cd16mono","b"
4002,3757,"cd16mono","cd14mono"
4002,814,"cd16mono","cd14mono"
4002,4604,"cd16mono","cd4naivet"
4003,550,"cd16mono","tactivated"
4003,3674,"cd16mono","cd4memoryt"
4004,512,"cd14mono","b"
4004,2301,"cd14mono","cd8t"
4005,589,"cd4memoryt","cd14mono"
